pin,slack
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0[7]:D,4373
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0[7]:Q,4477
dot_osd_integration_0/overlay/x_cnt[1]:CLK,4672
dot_osd_integration_0/overlay/x_cnt[1]:D,6634
dot_osd_integration_0/overlay/x_cnt[1]:Q,4672
dot_osd_integration_0/overlay/x_cnt[1]:SLn,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_80:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_80:IPB,
mux_2_1_0/data_o[2]:A,
mux_2_1_0/data_o[2]:B,
mux_2_1_0/data_o[2]:C,
mux_2_1_0/data_o[2]:Y,
line_write_read_0/LCD_FSM_0/s_state[2]:ALn,
line_write_read_0/LCD_FSM_0/s_state[2]:CLK,3378
line_write_read_0/LCD_FSM_0/s_state[2]:D,3630
line_write_read_0/LCD_FSM_0/s_state[2]:Q,3378
dot_osd_integration_0/tracker/first_byte[2]:ALn,
dot_osd_integration_0/tracker/first_byte[2]:CLK,5807
dot_osd_integration_0/tracker/first_byte[2]:D,8850
dot_osd_integration_0/tracker/first_byte[2]:EN,5949
dot_osd_integration_0/tracker/first_byte[2]:Q,5807
FlashFreeze_SB_0/CCC_0/GL0_INST/U0_RGB1:An,
FlashFreeze_SB_0/CCC_0/GL0_INST/U0_RGB1:YL,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m45:A,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m45:B,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m45:C,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m45:D,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m45:Y,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_15[1]:A,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_15[1]:B,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_15[1]:C,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_15[1]:D,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_15[1]:Y,
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m85_e:A,4614
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m85_e:B,
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m85_e:Y,4614
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_2:C,5400
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_2:IPB,
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_2:IPC,5400
UART_interface_0/addr_decoder_0/green_const_o[5]:ALn,6376
UART_interface_0/addr_decoder_0/green_const_o[5]:CLK,5399
UART_interface_0/addr_decoder_0/green_const_o[5]:D,8836
UART_interface_0/addr_decoder_0/green_const_o[5]:EN,5539
UART_interface_0/addr_decoder_0/green_const_o[5]:Q,5399
FlashFreeze_SB_0/BIBUF_1/U0/U_IOINFF:A,
FlashFreeze_SB_0/BIBUF_1/U0/U_IOINFF:Y,
line_write_read_0/WRITE_LSRAM_0/s_v_counter_cry[7]:B,4670
line_write_read_0/WRITE_LSRAM_0/s_v_counter_cry[7]:C,7695
line_write_read_0/WRITE_LSRAM_0/s_v_counter_cry[7]:FCI,4571
line_write_read_0/WRITE_LSRAM_0/s_v_counter_cry[7]:FCO,4571
line_write_read_0/WRITE_LSRAM_0/s_v_counter_cry[7]:S,4601
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_29:B,8672
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_29:C,8747
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_29:IPB,8672
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_29:IPC,8747
line_write_read_0/WRITE_LSRAM_0/un6_ram_wr_en_o_0_a2_2:A,5889
line_write_read_0/WRITE_LSRAM_0/un6_ram_wr_en_o_0_a2_2:B,5845
line_write_read_0/WRITE_LSRAM_0/un6_ram_wr_en_o_0_a2_2:C,5738
line_write_read_0/WRITE_LSRAM_0/un6_ram_wr_en_o_0_a2_2:D,5650
line_write_read_0/WRITE_LSRAM_0/un6_ram_wr_en_o_0_a2_2:Y,5650
line_write_read_0/LCD_FSM_0/un1_s_state_16_i_3:A,5735
line_write_read_0/LCD_FSM_0/un1_s_state_16_i_3:B,2981
line_write_read_0/LCD_FSM_0/un1_s_state_16_i_3:C,6659
line_write_read_0/LCD_FSM_0/un1_s_state_16_i_3:D,5726
line_write_read_0/LCD_FSM_0/un1_s_state_16_i_3:Y,2981
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_17:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_17:IPB,
dot_osd_integration_0/tracker/glbl_max_y[6]:ALn,
dot_osd_integration_0/tracker/glbl_max_y[6]:CLK,6520
dot_osd_integration_0/tracker/glbl_max_y[6]:D,8830
dot_osd_integration_0/tracker/glbl_max_y[6]:EN,5612
dot_osd_integration_0/tracker/glbl_max_y[6]:Q,6520
dot_osd_integration_0/tracker/glbl_max_y[6]:SLn,6676
dot_osd_integration_0/tracker/col_idx[7]:ALn,
dot_osd_integration_0/tracker/col_idx[7]:CLK,6516
dot_osd_integration_0/tracker/col_idx[7]:D,4475
dot_osd_integration_0/tracker/col_idx[7]:EN,6565
dot_osd_integration_0/tracker/col_idx[7]:Q,6516
UART_interface_0/receive_data_0/s_data[5]:ALn,6376
UART_interface_0/receive_data_0/s_data[5]:CLK,8836
UART_interface_0/receive_data_0/s_data[5]:D,8836
UART_interface_0/receive_data_0/s_data[5]:EN,7691
UART_interface_0/receive_data_0/s_data[5]:Q,8836
line_write_read_0/WRITE_LSRAM_0/s_h_counter[6]:ALn,
line_write_read_0/WRITE_LSRAM_0/s_h_counter[6]:CLK,4611
line_write_read_0/WRITE_LSRAM_0/s_h_counter[6]:D,4583
line_write_read_0/WRITE_LSRAM_0/s_h_counter[6]:EN,6607
line_write_read_0/WRITE_LSRAM_0/s_h_counter[6]:Q,4611
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_23:IPB,
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_23:IPC,
line_write_read_0/Image_Enhancement_0/un1_r_const_i_muladd_0[35_18]/U0/CFG_23:IPD,
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/RESET_N_M2F_q2:ALn,
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/RESET_N_M2F_q2:CLK,6827
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/RESET_N_M2F_q2:D,8856
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/RESET_N_M2F_q2:Q,6827
dot_osd_integration_0/tracker/glbl_max_x[0]:ALn,
dot_osd_integration_0/tracker/glbl_max_x[0]:CLK,6424
dot_osd_integration_0/tracker/glbl_max_x[0]:D,8830
dot_osd_integration_0/tracker/glbl_max_x[0]:EN,5612
dot_osd_integration_0/tracker/glbl_max_x[0]:Q,6424
dot_osd_integration_0/tracker/glbl_max_x[0]:SLn,6676
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTlI0l[2]:ALn,6376
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTlI0l[2]:CLK,7889
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTlI0l[2]:D,6783
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTlI0l[2]:Q,7889
line_write_read_0/LCD_FSM_0/data_o_cnst_m2[3]:A,5668
line_write_read_0/LCD_FSM_0/data_o_cnst_m2[3]:B,4743
line_write_read_0/LCD_FSM_0/data_o_cnst_m2[3]:C,3450
line_write_read_0/LCD_FSM_0/data_o_cnst_m2[3]:Y,3450
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_30:IPB,
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_30:IPC,
line_write_read_0/WRITE_LSRAM_0/s_h_counter[5]:ALn,
line_write_read_0/WRITE_LSRAM_0/s_h_counter[5]:CLK,5460
line_write_read_0/WRITE_LSRAM_0/s_h_counter[5]:D,4599
line_write_read_0/WRITE_LSRAM_0/s_h_counter[5]:EN,6607
line_write_read_0/WRITE_LSRAM_0/s_h_counter[5]:Q,5460
line_write_read_0/ramDualPort_0/ram_ram_0_0_OLDA[11]:CLK,6874
line_write_read_0/ramDualPort_0/ram_ram_0_0_OLDA[11]:D,5754
line_write_read_0/ramDualPort_0/ram_ram_0_0_OLDA[11]:Q,6874
line_write_read_0/WRITE_LSRAM_0/s_data[5]:CLK,5519
line_write_read_0/WRITE_LSRAM_0/s_data[5]:D,8856
line_write_read_0/WRITE_LSRAM_0/s_data[5]:EN,6568
line_write_read_0/WRITE_LSRAM_0/s_data[5]:Q,5519
line_write_read_0/WRITE_LSRAM_0/s_data[5]:SLn,7332
DATA_I_ibuf[4]/U0/U_IOINFF:A,
DATA_I_ibuf[4]/U0/U_IOINFF:Y,
UART_interface_0/receive_data_0/state_ns_a4_0_a2[1]:A,5863
UART_interface_0/receive_data_0/state_ns_a4_0_a2[1]:B,7899
UART_interface_0/receive_data_0/state_ns_a4_0_a2[1]:C,6831
UART_interface_0/receive_data_0/state_ns_a4_0_a2[1]:Y,5863
dot_osd_integration_0/tracker/glbl_min_y[12]:ALn,
dot_osd_integration_0/tracker/glbl_min_y[12]:CLK,6652
dot_osd_integration_0/tracker/glbl_min_y[12]:D,8830
dot_osd_integration_0/tracker/glbl_min_y[12]:EN,5612
dot_osd_integration_0/tracker/glbl_min_y[12]:Q,6652
dot_osd_integration_0/tracker/glbl_min_y[12]:SLn,6676
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_261:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_261:IPB,
dot_osd_integration_0/overlay/eng/char_sel[1]:A,
dot_osd_integration_0/overlay/eng/char_sel[1]:B,
dot_osd_integration_0/overlay/eng/char_sel[1]:C,
dot_osd_integration_0/overlay/eng/char_sel[1]:D,
dot_osd_integration_0/overlay/eng/char_sel[1]:Y,
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/FIC_2_APB_M_PRESET_N_q1:ALn,
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/FIC_2_APB_M_PRESET_N_q1:CLK,8856
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/FIC_2_APB_M_PRESET_N_q1:Q,8856
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_79:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_79:IPB,
dot_osd_integration_0/tracker/out_glbl_min_x[13]:ALn,
dot_osd_integration_0/tracker/out_glbl_min_x[13]:CLK,
dot_osd_integration_0/tracker/out_glbl_min_x[13]:D,8850
dot_osd_integration_0/tracker/out_glbl_min_x[13]:EN,6943
dot_osd_integration_0/tracker/out_glbl_min_x[13]:Q,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_169:IPA,
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state[6]:ALn,6409
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state[6]:CLK,8780
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state[6]:EN,7824
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sm0_state[6]:Q,8780
line_write_read_0/WRITE_LSRAM_0/s_v_counter_s[9]:B,4670
line_write_read_0/WRITE_LSRAM_0/s_v_counter_s[9]:C,7695
line_write_read_0/WRITE_LSRAM_0/s_v_counter_s[9]:FCI,4571
line_write_read_0/WRITE_LSRAM_0/s_v_counter_s[9]:S,4571
dot_osd_integration_0/tracker/un10_center_y[4]:A,
dot_osd_integration_0/tracker/un10_center_y[4]:B,
dot_osd_integration_0/tracker/un10_center_y[4]:Y,
dot_osd_integration_0/tracker/out_glbl_min_x[12]:ALn,
dot_osd_integration_0/tracker/out_glbl_min_x[12]:CLK,
dot_osd_integration_0/tracker/out_glbl_min_x[12]:D,8850
dot_osd_integration_0/tracker/out_glbl_min_x[12]:EN,6943
dot_osd_integration_0/tracker/out_glbl_min_x[12]:Q,
dot_osd_integration_0/overlay/eng/char_sel[0]:A,
dot_osd_integration_0/overlay/eng/char_sel[0]:B,
dot_osd_integration_0/overlay/eng/char_sel[0]:C,
dot_osd_integration_0/overlay/eng/char_sel[0]:D,
dot_osd_integration_0/overlay/eng/char_sel[0]:Y,
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m61_1_1:A,4666
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m61_1_1:B,4607
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m61_1_1:C,4562
line_write_read_0/LCD_FSM_0/s_state_ns_5_0_.m61_1_1:Y,4562
dot_osd_integration_0/overlay/eng/div3_y_2_0_.m8:A,
dot_osd_integration_0/overlay/eng/div3_y_2_0_.m8:B,
dot_osd_integration_0/overlay/eng/div3_y_2_0_.m8:C,
dot_osd_integration_0/overlay/eng/div3_y_2_0_.m8:D,
dot_osd_integration_0/overlay/eng/div3_y_2_0_.m8:Y,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_102:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_102:IPB,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m34:A,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m34:B,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m34:C,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m34:D,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m34:Y,
dot_osd_integration_0/overlay/eng/bcdy/bcd0_18[2]:A,
dot_osd_integration_0/overlay/eng/bcdy/bcd0_18[2]:B,
dot_osd_integration_0/overlay/eng/bcdy/bcd0_18[2]:C,
dot_osd_integration_0/overlay/eng/bcdy/bcd0_18[2]:D,
dot_osd_integration_0/overlay/eng/bcdy/bcd0_18[2]:Y,
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTIlIl_RNO[0]:A,7898
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTIlIl_RNO[0]:B,7862
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTIlIl_RNO[0]:C,4797
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTIlIl_RNO[0]:D,6542
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTIlIl_RNO[0]:Y,4797
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/FF_1:IPCLKn,
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/FF_1:IPENn,
dot_osd_integration_0/tracker/row_idx[11]:ALn,
dot_osd_integration_0/tracker/row_idx[11]:CLK,6580
dot_osd_integration_0/tracker/row_idx[11]:D,5713
dot_osd_integration_0/tracker/row_idx[11]:EN,7536
dot_osd_integration_0/tracker/row_idx[11]:Q,6580
led_blink_0/counter[21]:ALn,
led_blink_0/counter[21]:CLK,6870
led_blink_0/counter[21]:D,7467
led_blink_0/counter[21]:Q,6870
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m31:A,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m31:B,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m31:C,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m31:D,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m31:Y,
FlashFreeze_SB_0/CCC_0/CCC_INST_RNO:A,
FlashFreeze_SB_0/CCC_0/CCC_INST_RNO:Y,
dot_osd_integration_0/overlay/y_cnt[6]:CLK,4768
dot_osd_integration_0/overlay/y_cnt[6]:D,4699
dot_osd_integration_0/overlay/y_cnt[6]:Q,4768
UART_interface_0/addr_decoder_0/red_const_o[8]:ALn,6376
UART_interface_0/addr_decoder_0/red_const_o[8]:CLK,5454
UART_interface_0/addr_decoder_0/red_const_o[8]:D,8836
UART_interface_0/addr_decoder_0/red_const_o[8]:EN,5539
UART_interface_0/addr_decoder_0/red_const_o[8]:Q,5454
dot_osd_integration_0/overlay/eng/char_sel[3]:A,
dot_osd_integration_0/overlay/eng/char_sel[3]:B,
dot_osd_integration_0/overlay/eng/char_sel[3]:C,
dot_osd_integration_0/overlay/eng/char_sel[3]:Y,
mux_2_1_0/data_o[7]:A,
mux_2_1_0/data_o[7]:B,
mux_2_1_0/data_o[7]:C,
mux_2_1_0/data_o[7]:Y,
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_20:IPB,
line_write_read_0/ramDualPort_0/ram_ram_0_0/CFG_20:IPC,
UART_interface_0/addr_decoder_0/common_const_o[5]:ALn,6376
UART_interface_0/addr_decoder_0/common_const_o[5]:CLK,6306
UART_interface_0/addr_decoder_0/common_const_o[5]:D,8836
UART_interface_0/addr_decoder_0/common_const_o[5]:EN,5473
UART_interface_0/addr_decoder_0/common_const_o[5]:Q,6306
UART_interface_0/addr_decoder_0/common_const_o[1]:ALn,6376
UART_interface_0/addr_decoder_0/common_const_o[1]:CLK,6362
UART_interface_0/addr_decoder_0/common_const_o[1]:D,8836
UART_interface_0/addr_decoder_0/common_const_o[1]:EN,5473
UART_interface_0/addr_decoder_0/common_const_o[1]:Q,6362
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_143:IPB,
dot_osd_integration_0/tracker/glbl_min_x[2]:ALn,
dot_osd_integration_0/tracker/glbl_min_x[2]:CLK,6492
dot_osd_integration_0/tracker/glbl_min_x[2]:D,8830
dot_osd_integration_0/tracker/glbl_min_x[2]:EN,5612
dot_osd_integration_0/tracker/glbl_min_x[2]:Q,6492
dot_osd_integration_0/tracker/glbl_min_x[2]:SLn,6676
DATA_I_ibuf[0]/U0/U_IOPAD:PAD,
DATA_I_ibuf[0]/U0/U_IOPAD:Y,
line_write_read_0/Image_Enhancement_0/s_gout[2]:ALn,
line_write_read_0/Image_Enhancement_0/s_gout[2]:CLK,8685
line_write_read_0/Image_Enhancement_0/s_gout[2]:D,6756
line_write_read_0/Image_Enhancement_0/s_gout[2]:EN,8674
line_write_read_0/Image_Enhancement_0/s_gout[2]:Q,8685
UART_interface_0/receive_data_0/state[5]:ALn,6376
UART_interface_0/receive_data_0/state[5]:CLK,5880
UART_interface_0/receive_data_0/state[5]:D,8843
UART_interface_0/receive_data_0/state[5]:EN,8609
UART_interface_0/receive_data_0/state[5]:Q,5880
data_o_obuf[1]/U0/U_IOOUTFF:A,
data_o_obuf[1]/U0/U_IOOUTFF:Y,
dot_osd_integration_0/overlay/eng/bcdy/bcd1_12[2]:A,
dot_osd_integration_0/overlay/eng/bcdy/bcd1_12[2]:B,
dot_osd_integration_0/overlay/eng/bcdy/bcd1_12[2]:C,
dot_osd_integration_0/overlay/eng/bcdy/bcd1_12[2]:D,
dot_osd_integration_0/overlay/eng/bcdy/bcd1_12[2]:Y,
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTll0l_RNO[3]:A,7957
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTll0l_RNO[3]:B,6939
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTll0l_RNO[3]:C,7821
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTll0l_RNO[3]:D,7720
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTIO1/CUARTll0l_RNO[3]:Y,6939
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_123:IPB,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:IPB,
dot_osd_integration_0/overlay/y_cnt_RNO[5]:A,4768
dot_osd_integration_0/overlay/y_cnt_RNO[5]:B,4720
dot_osd_integration_0/overlay/y_cnt_RNO[5]:C,
dot_osd_integration_0/overlay/y_cnt_RNO[5]:D,4699
dot_osd_integration_0/overlay/y_cnt_RNO[5]:Y,4699
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0_cry[3]:B,4325
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0_cry[3]:C,5153
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0_cry[3]:D,7351
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0_cry[3]:FCI,4293
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0_cry[3]:FCO,4293
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTOO1/genblk1.CUARTO0_cry[3]:S,4437
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_11:B,6405
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_11:C,5490
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_11:D,6348
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_11:IPB,6405
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_11:IPC,5490
line_write_read_0/Image_Enhancement_0/un1_g_const_i_muladd_0[35_18]/U0/CFG_11:IPD,6348
line_write_read_0/Image_Enhancement_0/s_ram_addr[7]:ALn,
line_write_read_0/Image_Enhancement_0/s_ram_addr[7]:CLK,8856
line_write_read_0/Image_Enhancement_0/s_ram_addr[7]:D,8850
line_write_read_0/Image_Enhancement_0/s_ram_addr[7]:Q,8856
dot_osd_integration_0/tracker/glbl_max_y[11]:ALn,
dot_osd_integration_0/tracker/glbl_max_y[11]:CLK,6600
dot_osd_integration_0/tracker/glbl_max_y[11]:D,8830
dot_osd_integration_0/tracker/glbl_max_y[11]:EN,5612
dot_osd_integration_0/tracker/glbl_max_y[11]:Q,6600
dot_osd_integration_0/tracker/glbl_max_y[11]:SLn,6676
dot_osd_integration_0/tracker/col_idx[4]:ALn,
dot_osd_integration_0/tracker/col_idx[4]:CLK,6468
dot_osd_integration_0/tracker/col_idx[4]:D,4523
dot_osd_integration_0/tracker/col_idx[4]:EN,6565
dot_osd_integration_0/tracker/col_idx[4]:Q,6468
dot_osd_integration_0/tracker/out_glbl_min_y[6]:ALn,
dot_osd_integration_0/tracker/out_glbl_min_y[6]:CLK,
dot_osd_integration_0/tracker/out_glbl_min_y[6]:D,8850
dot_osd_integration_0/tracker/out_glbl_min_y[6]:EN,6943
dot_osd_integration_0/tracker/out_glbl_min_y[6]:Q,
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTlOl[3]:ALn,6376
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTlOl[3]:CLK,4811
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTlOl[3]:D,8850
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTlOl[3]:EN,5900
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTlOl[3]:Q,4811
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m53_0_1:A,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m53_0_1:B,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m53_0_1:C,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m53_0_1:D,
dot_osd_integration_0/overlay/eng/fnt/col_6_1_.m53_0_1:Y,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_18[1]:A,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_18[1]:B,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_18[1]:C,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_18[1]:D,
dot_osd_integration_0/overlay/eng/bcdx/bcd0_18[1]:Y,
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0ll.CUARTO0Il_11[3]:A,7991
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0ll.CUARTO0Il_11[3]:B,7819
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0ll.CUARTO0Il_11[3]:C,7769
UART_interface_0/COREUART_C0_0/COREUART_C0_0/CUARTO01/CUARTO0ll.CUARTO0Il_11[3]:Y,7769
line_write_read_0/Image_Enhancement_0/s_term1_r[12]:ALn,
line_write_read_0/Image_Enhancement_0/s_term1_r[12]:CLK,7868
line_write_read_0/Image_Enhancement_0/s_term1_r[12]:D,5457
line_write_read_0/Image_Enhancement_0/s_term1_r[12]:EN,5442
line_write_read_0/Image_Enhancement_0/s_term1_r[12]:Q,7868
led_blink_0/counter[9]:ALn,
led_blink_0/counter[9]:CLK,6678
led_blink_0/counter[9]:D,7659
led_blink_0/counter[9]:Q,6678
FlashFreeze_SB_0/MX2_0/U0:A,
FlashFreeze_SB_0/MX2_0/U0:C,
FlashFreeze_SB_0/MX2_0/U0:Y,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_30:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_30:IPB,
line_write_read_0/LCD_FSM_0/lcd_wr_o_RNO_0:A,5606
line_write_read_0/LCD_FSM_0/lcd_wr_o_RNO_0:B,2981
line_write_read_0/LCD_FSM_0/lcd_wr_o_RNO_0:C,6615
line_write_read_0/LCD_FSM_0/lcd_wr_o_RNO_0:D,5594
line_write_read_0/LCD_FSM_0/lcd_wr_o_RNO_0:Y,2981
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:IPA,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:IPB,
FlashFreeze_SB_0/FlashFreeze_SB_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_216:IPC,
dot_osd_integration_0/tracker/out_glbl_max_y[10]:ALn,
dot_osd_integration_0/tracker/out_glbl_max_y[10]:CLK,
dot_osd_integration_0/tracker/out_glbl_max_y[10]:D,8850
dot_osd_integration_0/tracker/out_glbl_max_y[10]:EN,6943
dot_osd_integration_0/tracker/out_glbl_max_y[10]:Q,
FlashFreeze_SB_0/CORERESET_FF_0_0/CORERESET_FF_0_0/sdif0_areset_n_rcosc_q2:ALn,243
